index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
2694	main-news	MSRpar	2012test	380	none	none	Entre os três principais candidatos, Schwarzenegger está vencendo a batalha por eleitores independentes e cruzados.	Schwarzenegger recebe mais eleitores independentes e cruzados do que Bustamante.	3.4
2695	main-news	MSRpar	2012test	381	none	none	Ele substituirá Ron Dittemore, que anunciou sua renúncia em 23 de abril.	Dittemore anunciou seus planos de renunciar em 23 de abril.	2.6
2696	main-news	MSRpar	2012test	382	none	none	Selenski havia passado sete anos na prisão por uma condenação por assalto a banco.	Selenski havia cumprido cerca de sete anos de prisão por assalto a banco.	4.571000000000001
2697	main-news	MSRpar	2012test	383	none	none	Maddox, 87 anos, quebrou duas costelas quando caiu cerca de 10 dias atrás, em uma casa onde estava se recuperando de uma cirurgia intestinal, disse Virginia Carnes.	Maddox, que lutava contra o câncer desde 1983, quebrou duas costelas no início deste mês, quando caiu em uma casa onde estava se recuperando de uma cirurgia.	3.4
2698	main-news	MSRpar	2012test	384	none	none	Graham, candidato à presidência, foi criticado por vários republicanos por &quot;politizar&quot; o relatório.	Graham, que co-presidiu a investigação, é um candidato à presidência.	2.25
2699	main-news	MSRpar	2012test	385	none	none	Em 2002, a Linksys ultrapassou a Cisco Systems como a principal fornecedora de equipamentos sem fio, respondendo por 14,1% da receita.	Rolfe disse que a Linksys ultrapassou a Cisco Systems no ano passado como fornecedora líder de equipamentos WLAN.	3.5
2700	main-news	MSRpar	2012test	386	none	none	As escolas que não cumprem as metas estaduais por três anos seguidos devem oferecer aulas particulares, além de transferências.	As escolas que não cumprem as metas de teste por dois anos seguidos devem oferecer transferências.	2.75
2701	main-news	MSRpar	2012test	387	none	none	A adulteração de medicamentos tem sido tão lucrativa que muitos dos presos viviam em casas de um milhão de dólares.	A adulteração dos medicamentos aparentemente foi tão lucrativa, disseram os investigadores, que muitos dos suspeitos moravam em casas de um milhão de dólares.	4.75
2702	main-news	MSRpar	2012test	390	none	none	Howard disse que também acredita no sistema sob o qual Hicks pode ser julgado.	Howard também disse ontem que Hicks seria bem tratado, dizendo que tinha fé no sistema de justiça dos EUA.	4.5
2703	main-news	MSRpar	2012test	392	none	none	Contrabandistas em uma van perseguiram uma caminhonete e um utilitário esportivo que transportavam outros contrabandistas e imigrantes ilegais, disse o xerife do condado de Pinal, Roger Vanderpool.	As pessoas em uma van abriram fogo contra uma caminhonete e o veículo que supostamente transportava imigrantes ilegais, disse o xerife do condado de Pinal, Roger Vanderpool.	3.167
2704	main-news	MSRpar	2012test	393	none	none	O julgamento, com 125 testemunhas, pode continuar até o início de 2004.	O julgamento, que pode durar até o início de 2004, deve ouvir a primeira das 125 testemunhas na sexta-feira.	4.5
2705	main-news	MSRpar	2012test	394	none	none	Os computadores foram localizados nos EUA, Canadá e Coréia do Sul.	Os PCs estão espalhados pelos Estados Unidos, Canadá e Coréia do Sul.	4.75
2706	main-news	MSRpar	2012test	395	none	none	A vulnerabilidade afeta o Windows NT 4.0, o NT 4.0 Terminal Services Edition, XP e 2000, bem como o Windows Server 2003.	A Microsoft emitiu um patch para a vulnerabilidade, que afeta o Windows NT 4.0, o Windows NT 4.0 Terminal Services Edition, o Windows 2000, o Windows XP e o Windows Server 2003.	2.75
2707	main-news	MSRpar	2012test	396	none	none	A contribuição adicional eleva a ajuda alimentar total dos EUA à Coréia do Norte este ano para 100.000 toneladas.	A doação de 60.000 toneladas eleva o total de contribuições dos EUA para o ano para 100.000.	3.2
2708	main-news	MSRpar	2012test	397	none	none	A União Européia proibiu a importação de alimentos geneticamente modificados em 1998; os Estados Unidos agora estão exigindo que a UE encerre sua proibição.	O sindicato proibiu a importação de alimentos geneticamente modificados em 1998, depois que muitos consumidores temiam riscos à saúde.	2.6
2709	main-news	MSRpar	2012test	398	none	none	Ele projetou que Vanderpool estará disponível nos próximos cinco anos.	Os produtos com Vanderpool serão lançados dentro de cinco anos, disse ele.	4.4
2710	main-news	MSRpar	2012test	399	none	none	Annika Sorenstam obtém sua primeira oportunidade de testar esse objetivo esta semana no campeonato LPGA do McDonald&#39;s.	O aperitivo devorado, Annika Sorenstam segue para a entrada desta semana no campeonato LPGA do McDonald&#39;s.	3.0
2711	main-news	MSRpar	2012test	400	none	none	O índice Standard &amp; Poor&#39;s 500, .SPX, mais amplo, ganhou 3 pontos, ou 0,39 por cento, em 924.	O Índice Composto Nasdaq Composto por Tecnologia &lt;.IXIC&gt; subiu 6 pontos, ou 0,41 por cento, para 1.498.	0.9440000000000001
2712	main-news	MSRpar	2012test	404	none	none	A Cisco assinou acordos semelhantes com a AT&amp;T Corp. TN, a SBC Communications Inc. SBC.N e a Sprint Corp. FON.N.	A Cisco possui relacionamentos semelhantes com os concorrentes da BellSouth, SBC Communications, AT&amp;T e Sprint Communications.	4.0
2713	main-news	MSRpar	2012test	406	none	none	Harris e Klebold mataram 12 alunos e um professor antes de tirar suas próprias vidas em 20 de abril de 1999.	Harris e Klebold mataram 12 alunos, um professor e eles mesmos na escola.	3.8
2714	main-news	MSRpar	2012test	407	none	none	&quot;Condenamos o Conselho do BCE liderado pelos Estados Unidos&quot;, disse Muqtada al Sadr em um sermão em uma mesquita.	&quot;Condenamos e denunciamos o Conselho do BCE, liderado pelos Estados Unidos&quot;, disse Moqtada al-Sadr.	4.2
2715	main-news	MSRpar	2012test	409	none	none	Em comunicado divulgado na sexta-feira, 28 organizações não-governamentais da Chechênia disseram que boicotariam a votação.	Em comunicado divulgado hoje, 28 organizações não-governamentais da Chechênia disseram que boicotariam o voto e alertaram os eleitores a esperar fraude.	4.2
2716	main-news	MSRpar	2012test	410	none	none	A população do estado era de 6.080.485 em 2000, de acordo com o censo dos EUA.	Entre 1960 e 2000, no entanto, a população do estado cresceu 30,4%, para 6.080.485.	2.6
2717	main-news	MSRpar	2012test	411	none	none	18 de julho: Hurlbert registra uma única acusação de agressão sexual contra Bryant.	Bryant, 24 anos, foi acusado de agressão sexual.	3.056
2718	main-news	MSRpar	2012test	412	none	none	O Presidente e CEO da St. Paul, Jay S. Fishman, 51, será o CEO da empresa combinada.	Jay Fishman, 51, presidente e executivo-chefe da St Paul, será o executivo-chefe da empresa combinada.	4.75
2719	main-news	MSRpar	2012test	414	none	none	Em vez disso, Weida decidiu que o caso de Meester, acusado de estupro, sodomia, agressão indecente e fornecimento de álcool a menores de idade, deveria prosseguir para uma corte marcial.	Douglas Meester, 20, é acusado de estupro, sodomia, agressão indecente e fornecimento de álcool a menores.	3.25
2720	main-news	MSRpar	2012test	416	none	none	Eles fizeram uma descoberta semelhante em Houston em outra aeronave, disse a Southwest em Dallas em comunicado.	A companhia aérea disse que uma descoberta semelhante foi feita no avião em Houston.	3.4
2721	main-news	MSRpar	2012test	417	none	none	Rosenthal se recusou a comentar a situação de Garrett na terça-feira, mas disse em comunicado: &quot;Tivemos uma grande negociação de contrato.	O criador e produtor executivo do programa, Phil Rosenthal, brincou em um comunicado: &quot;Tivemos uma grande negociação de contrato.	3.75
2722	main-news	MSRpar	2012test	418	none	none	Com o poder de volta, os funcionários do estado voltaram aos seus empregos na sexta de manhã.	Pataki disse que, se a energia for restaurada, os funcionários do estado voltarão ao trabalho na sexta-feira de manhã.	2.6
2723	main-news	MSRpar	2012test	420	none	none	O Nasdaq caiu cerca de 1,3% no mês, quebrando uma série de vitórias de sete meses.	O Nasdaq caiu cerca de 0,4% no mês, a caminho de obter uma série de ganhos de 7 meses.	2.4
2724	main-news	MSRpar	2012test	421	none	none	O relatório foi encontrado em 23 de outubro, escondido dentro de uma velha pasta de três argolas não relacionada à investigação.	O relatório foi encontrado na semana passada, dentro de um manual de treinamento que pertencia a Hicks.	3.2
2725	main-news	MSRpar	2012test	424	none	none	No sábado, o Comitê Internacional da Cruz Vermelha disse que estava fechando temporariamente seus escritórios em Bagdá e Basra.	O Comitê Internacional da Cruz Vermelha, temendo pela segurança de seus funcionários no Iraque, anunciou que estava temporariamente fechando seus escritórios em Bagdá e Basra.	3.4
2726	main-news	MSRpar	2012test	425	none	none	A Campanha de Solidariedade Palestina da Irlanda, da qual O Muireagáin era membro, congratulou-se com a sua libertação.	A Campanha de Solidariedade Palestina da Irlanda, da qual ele era membro, disse que estava pesquisando um projeto de intercâmbio de escolas.	2.4
2727	main-news	MSRpar	2012test	426	none	none	Glover disse que o assassino usou um &quot;nó corrediço peculiar&quot; na ligadura que usou para estrangular algumas das vítimas.	Glover disse que o assassino usou um `` nó corrediço peculiar &#39;&#39;, incluindo um cabo coaxial e um cabo de extensão, para estrangular algumas das vítimas.	3.4
2728	main-news	MSRpar	2012test	427	none	none	Ela disse que os advogados de Jane Doe pediram à Verizon que retivesse seu nome porque ela estava planejando contestar a intimação.	Jane Doe, decidindo lutar contra a intimação, pediu à Verizon que retivesse seu nome.	3.6
2729	main-news	MSRpar	2012test	429	none	none	Em setembro, um pesquisador de 27 anos de Cingapura contraiu SARS enquanto trabalhava em um laboratório.	Em um caso em agosto, um trabalhador de laboratório de 27 anos em Cingapura desenvolveu o SARS.	3.4
2730	main-news	MSRpar	2012test	430	none	none	Um número abaixo de 50 sugere contração no setor manufatureiro, enquanto um número acima indica expansão.	Uma leitura acima de 50 sugere crescimento no setor, enquanto um número abaixo desse nível indica contração.	4.8180000000000005
2731	main-news	MSRpar	2012test	431	none	none	Uma ação foi movida na tentativa de bloquear a remoção do monumento dos Dez Mandamentos do prédio.	Os apoiadores pediram a um tribunal federal na segunda-feira para bloquear a remoção de um monumento dos Dez Mandamentos do Edifício Judiciário do Alabama.	3.2
2732	main-news	MSRpar	2012test	432	none	none	Britz ganhou US $ 3,77 milhões em salário, bônus e outras compensações, e Kinney ganhou US $ 3,76 milhões.	Johnston ganhou US $ 5,8 milhões em salário e bônus em 2001 como presidente e como consultor em meio período ganhou US $ 1 milhão em 2002.	1.4
2733	main-news	MSRpar	2012test	433	none	none	Aquele caminhão foi avistado na área de Campbells Creek, se encaixando nessa descrição, disse Morris.	Uma caminhonete preta também foi vista na área de Campbells Creek, disse Morris.	3.0
2734	main-news	MSRpar	2012test	435	none	none	O presidente Michael Powell e os colegas da FCC na audiência de quarta-feira.	O chefe da FCC, Michael Powell, preside a audiência na segunda-feira.	3.2
2735	main-news	MSRpar	2012test	436	none	none	O índice Dow Jones Industrial Average subiu 0,3% em 9.886,75, enquanto o índice Nasdaq Composite foi 0,4% maior em 1.986,97.	Em Wall Street, o Dow Jones Industrial Average subiu 0,5% em 9.905,8 e o Nasdaq Composite aumentou 0,7% em 1.995,1.	1.8
2736	main-news	MSRpar	2012test	437	none	none	Teerã deixou claro que só assinará o Protocolo Adicional que introduz tais inspeções se a proibição da importação de tecnologia nuclear civil ocidental for suspensa.	Teerã deixou claro que só assinará o protocolo se a proibição de importações de tecnologia nuclear pacífica do Ocidente for suspensa.	3.8
2737	main-news	MSRpar	2012test	438	none	none	O Congresso aprovou duas vezes restrições semelhantes apenas para ver o presidente Bill Clinton vetá-las.	O Congresso aprovou duas vezes projetos semelhantes, mas o então presidente Clinton os vetou nas duas vezes.	4.6
2738	main-news	MSRpar	2012test	439	none	none	Mas eu preferiria estar falando de altos padrões a baixos padrões &quot;.	&quot;Prefiro falar sobre números positivos do que negativos.	2.8
2739	main-news	MSRpar	2012test	440	none	none	Sob o programa, as autoridades americanas trabalham com autoridades portuárias estrangeiras para identificar, direcionar e pesquisar cargas de alto risco.	Sob o programa, as autoridades americanas trabalham com autoridades portuárias estrangeiras para buscar cargas de alto risco antes que elas cheguem aos Estados Unidos.	4.25
2740	main-news	MSRpar	2012test	441	none	none	Niels disse a um entrevistador em 1999 que achava que o Velho o sobreviveria por muitos anos.	Em 1999, dois anos antes de sua morte, Nielsen disse a um entrevistador que achava que o rochedo o sobreviveria por muitos anos.	3.0
2741	main-news	MSRpar	2012test	442	none	none	Um deles, o capitão Doug McDonald, permaneceu hospitalizado em estado crítico na quinta-feira.	Sua irmã de 20 anos, Allyson, foi gravemente queimada e permaneceu hospitalizada em estado crítico.	0.75
2742	main-news	MSRpar	2012test	443	none	none	Na quarta-feira, o total de membros da Guarda Nacional e da Reserva convocados para a ativa em todo o mundo era de 154.603.	Até ontem, o número total de soldados da Guarda Nacional e da Reserva convocados em serviço em todo o mundo era de 154.603.	4.0
2743	main-news	MSRpar	2012test	444	none	none	Durante um período de quase uma década, a Telemarketing Associates levantou mais de US $ 7 milhões.	A Telemarketing Associates, contratada pela VietNow, levantou US $ 7,1 milhões entre 1987 e 1995.	3.6
2744	main-news	MSRpar	2012test	445	none	none	Os corpos do ex-homem da Invercargill Warren Campbell, 32, e do companheiro de escalada Jonathan Smith, 47, foram recuperados abaixo do Monte D&#39;Archiac na noite de ontem.	Warren David Campbell, 32, e o companheiro de escalada Jonathan Smith, 47, não retornaram como esperado na terça-feira ao escalar o Monte D&#39;Archiac, no distrito de McKenzie.	2.2
2745	main-news	MSRpar	2012test	446	none	none	Geoghan vive em uma unidade de custódia protetora desde que foi transferido para a prisão em 3 de abril.	Ele estava sob custódia protetora desde que foi transferido para Souza-Baranowski em abril, disseram autoridades.	2.8
2746	main-news	MSRpar	2012test	447	none	none	A plataforma democrata de 2000 apoiou &quot;a plena inclusão de famílias de gays e lésbicas na vida da nação&quot;.	A plataforma do democrata em 2000 não apoiou explicitamente o casamento gay, mas apoiou &quot;a plena inclusão de famílias de gays e lésbicas na vida da nação&quot;.	3.2
2747	main-news	MSRpar	2012test	448	none	none	Suas ações caíram 71 centavos, ou 3,5%, nas negociações fora do horário comercial, para US $ 19,55.	As ações subiram 63 centavos, ou 3%, para fechar em US $ 20,26 nas negociações da sessão da Nasdaq.	1.25
2748	main-news	MSRpar	2012test	451	none	none	Centenas de repórteres e fotógrafos invadiram o terreno do tribunal antes da audiência, que foi transmitida ao vivo pelas redes nacionais de TV a cabo.	Centenas de repórteres e fotógrafos invadiram a cidade e a curta audiência envolvendo o cinco vezes All-Star foi transmitida ao vivo pelas redes nacionais de TV a cabo.	3.0
2749	main-news	MSRpar	2012test	452	none	none	As vendas de chips da AMD aumentaram 7% ano a ano, para US $ 402 milhões.	As vendas do segundo trimestre cresceram 7%, para US $ 645 milhões, ante US $ 600 milhões em 2002.	2.2
2750	main-news	MSRpar	2012test	455	none	none	Shelia Chaney Wilson parecia agitada quando veio ajudar a se preparar para a celebração do 104º aniversário da Turner Monumental AME Church, disseram os fiéis.	Congregantes da Turner Monumental AME Church disseram que Shelia Chaney Wilson, 43, estava agitada quando chegou à igreja, no bairro de Kirkwood, no lado leste da cidade.	3.6
2751	main-news	MSRpar	2012test	456	none	none	Ele era o Ás de Diamantes em um baralho representando os fugitivos iraquianos que foram entregues às tropas americanas.	Ele era o ás de diamantes em um baralho de cartas dos EUA, mostrando fotos dos líderes iraquianos mais procurados.	4.0
2752	main-news	MSRpar	2012test	457	none	none	Miodrag Zivkovic, da Aliança Liberal de Montenegro, obteve 31% dos votos, enquanto o independente Dragan Hajdukovic obteve 4%.	Um radical pró-independência, Miodrag Zivkovic, da Aliança Liberal, ficou em segundo lugar com 31% dos votos.	3.0
2753	main-news	MSRpar	2012test	458	none	none	Até agora, a Geórgia recebeu quase US $ 70.000 do dinheiro que utilizava.	A Geórgia recebeu quase US $ 70.000 do seu dinheiro de volta com a ajuda do FBI.	3.75
2754	main-news	MSRpar	2012test	460	none	none	A nação insular notificou 65 novos casos em 22 de maio, um recorde de um dia, e 55 novos casos em 23 de maio, tornando a epidemia de Taiwan a que mais cresce no mundo.	Taiwan registrou 65 novos casos em 22 de maio, um recorde de um dia, e 55 novos casos em 23 de maio, tornando sua epidemia a que mais cresce no mundo.	5.0
2755	main-news	MSRpar	2012test	461	none	none	O jogador do Cubs, Sammy Sosa, foi suspenso por oito jogos pela liga principal de beisebol na sexta-feira por usar um taco de cortiça.	Sammy Sosa foi suspenso por oito jogos pela liga principal de beisebol na sexta-feira por usar um taco de cortiça, e ele imediatamente recorreu da decisão.	3.2
2756	main-news	MSRpar	2012test	462	none	none	Metade das mulheres recebeu uma dose diária do medicamento e metade tomou um placebo.	Metade das mulheres recebeu um comprimido diário da combinação estrogênio e progestina, enquanto o restante recebeu um placebo.	3.2
2757	main-news	MSRpar	2012test	466	none	none	Quando a polícia removeu os quatro da casa, eles pesavam 136 libras combinadas.	Cada menino pesava menos de 50 libras quando foram removidos da casa em 10 de outubro.	3.0
2758	main-news	MSRpar	2012test	468	none	none	Enquanto os Ibrahims tiveram uma operação de separação, Goodrich e o Dr. David Staffenberg planejam cerca de três para os Aguirres, com várias semanas entre cada uma.	Em vez de uma longa operação para separar os gêmeos, Goodrich e o Dr. David Staffenberg planejam cerca de três, com várias semanas entre cada um.	3.6
2759	main-news	MSRpar	2012test	469	none	none	A empresa expandiu-se para fornecer outros serviços aos compradores, incluindo serviços de pagamento.	A empresa expandiu esses serviços básicos, oferecendo pagamento e até financiamento.	4.2
2760	main-news	MSRpar	2012test	470	none	none	As explosões mataram duas pessoas e feriram mais de 150 outras.	O ataque dos Jogos Olímpicos de Atlanta matou uma mulher e feriu mais de 100 outras pessoas.	1.8
2761	main-news	MSRpar	2012test	471	none	none	Em 2001, o presidente Bush nomeou Kathy Gregg para o conselho de diretores da Student Loan Marketing Association.	Em 2001, o presidente Bush a nomeou para a Student Loan Marketing Association, a maior instituição de empréstimos para estudantes dos EUA.	3.2310000000000003
2762	main-news	MSRpar	2012test	472	none	none	A Arquidiocese de Boston enfrentou ondas de escândalo que não só irritaram os advogados das vítimas, mas também paroquianos e alguns padres.	As ondas de escândalo irritaram não apenas os advogados das vítimas, mas paroquianos e alguns padres, a ponto de Law não poder mais administrar a arquidiocese.	3.0
2763	main-news	MSRpar	2012test	473	none	none	Um magistrado federal em Fort Lauderdale ordenou que ele fosse detido sem fiança.	Zuccarini foi ordenado detido sem fiança na quarta-feira por um juiz federal em Fort Lauderdale, na Flórida.	3.0
2764	main-news	MSRpar	2012test	474	none	none	A posição do departamento ameaça alienar os conservadores sociais, que deram forte apoio político a Ashcroft e ao presidente Bush.	A postura do departamento decepcionou alguns opositores ao aborto e ameaça alienar os conservadores sociais que deram forte apoio político a Ashcroft e ao presidente Bush.	3.75
2765	main-news	MSRpar	2012test	475	none	none	A África do Sul tem o maior número de casos do mundo, com 4,7 milhões de pessoas infectadas com HIV ou AIDS.	Com 4,7 milhões de pessoas infectadas com HIV ou AIDS, a África do Sul tem o maior número de casos de AIDS do mundo.	5.0
2766	main-news	MSRpar	2012test	476	none	none	Nessa posição, Elias se reportará a Joe Tucci, presidente e CEO da EMC.	Como vice-presidente executivo de novos empreendimentos, Elias se reportará a Joe Tucci, presidente e executivo-chefe da EMC.	3.4
2767	main-news	MSRpar	2012test	477	none	none	O novo comandante do exército é o comandante da Brigada Blindada de Masaka, brigadeiro Aronda Nyakairima, que agora é promovido a general principal.	O PRESIDENTE Yoweri Museveni promoveu a Brigada Aronda Nyakairima ao Major Geral e o nomeou Comandante do Exército.	3.2
2768	main-news	MSRpar	2012test	479	none	none	A Mailblocks foi fundada cinco anos depois que a WebTV foi adquirida pela Microsoft por US $ 425 milhões.	A WebTV foi vendida para a Microsoft em 1997 por 425 milhões de dólares e hoje se chama MSN TV.	2.8
2769	main-news	MSRpar	2012test	482	none	none	A Autoridade Metropolitana de Transportes recebeu duas semanas para restabelecer a tarifa de US $ 1,50 e as antigas tarifas ferroviárias, declarou York.	A Autoridade Metropolitana de Transportes, que planeja apelar, recebeu até 28 de maio para restaurar o antigo metrô e a tarifa de ônibus e as antigas tarifas ferroviárias.	2.8
2770	main-news	MSRpar	2012test	484	none	none	&quot;Hoje, estamos tentando transmitir esse problema ao presidente da Rússia, Vladimir Putin, e ao presidente dos EUA, George W. Bush.&quot;	&quot;Hoje, estamos tentando transmitir esse problema ao presidente russo Vladimir Putin (notícias - sites) e ao presidente Bush (notícias - sites)&quot;.	4.6
2771	main-news	MSRpar	2012test	485	none	none	O estado quer matar os lobos em uma área de aproximadamente 1.700 milhas quadradas perto da vila de McGrath.	O estado quer matar os lobos em uma área de aproximadamente 1.700 milhas quadradas perto de McGrath para estabelecer uma espécie de viveiro de alces.	3.2
2772	main-news	MSRpar	2012test	486	none	none	Peterson disse à polícia que pescou sozinho na baía de São Francisco na véspera de Natal, retornando a uma casa vazia.	Peterson disse à polícia que deixou sua esposa por volta das 9h30 do dia 24 de dezembro para pescar sozinha na baía de São Francisco.	3.0
2773	main-news	MSRpar	2012test	487	none	none	A pesquisa Empire State do Fed excedeu em muito as expectativas, saltando para 26,8 em junho, um recorde, de 10,6 em maio.	Os preços recuaram dos máximos offshore quando a pesquisa do Empire State superou em muito as expectativas, saltando para 26,8 em junho, um recorde, de 10,6 em maio.	3.8
2774	main-news	MSRpar	2012test	489	none	none	O Insp Insp Norman McKinlay disse que &quot;há evidências de que um ou mais corpos existiram nessa área&quot;.	O inspetor-chefe do detetive Norman McKinlay, que lidera a investigação, disse: &quot;Há evidências de que um ou mais corpos existiram nessa área.	4.5
2775	main-news	MSRpar	2012test	491	none	none	O chanceler do conselho, Robert Bennett, se recusou a comentar sobre questões pessoais na terça-feira, assim como Mills.	Mills se recusou a comentar ontem, dizendo que nunca discutiu assuntos de pessoal.	3.0
2776	main-news	MSRpar	2012test	492	none	none	O general Jeffrey disse que doaria sua pensão militar para caridade pelo período em que esteve no cargo em Yarralumla.	O major-general Jeffery disse que daria sua pensão militar à caridade enquanto servisse em Yarralumla.	4.727
2777	main-news	MSRpar	2012test	493	none	none	O gerente do Tampa Bay, Lou Piniella, o técnico de bancada John McLaren e o defensor de direita Aubrey Huff foram expulsos por discutir depois que Huff foi convocado em greves para terminar o nono.	O gerente da Tampa Bay, Lou Piniella, o técnico de bancada John McLaren e Huff foram todos expulsos no meio do nono.	3.8
2778	main-news	MSRpar	2012test	494	none	none	O empreendimento possui cinco refinarias de petróleo e mais de 2.100 postos de gasolina na Rússia e na Ucrânia.	A TNK-BP possui seis unidades produtoras de petróleo, cinco refinarias e 2.100 postos de abastecimento.	3.0
2779	main-news	MSRpar	2012test	495	none	none	Outras mudanças no plano refinam sua visão original, disse Libeskind.	Muitas das mudanças são melhorias no plano original, disse Libeskind.	4.6
2780	main-news	MSRpar	2012test	498	none	none	O deputado Peter Deutsch, da Flórida, criticou os esforços do FDA na Flórida.	Peter Deutsch, D-Flórida, disse que queria felicitar o FDA.	2.0
2781	main-news	MSRpar	2012test	500	none	none	Atualmente, existem 37 casos prováveis ativos no GTA, em comparação com 70 casos em 6 de junho.	E, globalmente, o número de casos prováveis ativos caiu para 573.	1.5
2782	main-news	MSRpar	2012test	506	none	none	A SARS matou 296 pessoas no continente da China e infectou mais de 5.200.	Em todo o continente chinês, a doença matou 300 pessoas e infectou mais de 5.270.	3.2
2783	main-news	MSRpar	2012test	507	none	none	O Finder redesenhado também apresenta pesquisa, etiquetas coloridas para organização personalizada de documentos e projetos e navegação dinâmica da rede para servidores de arquivos Mac, Windows e UNIX.	Ele também suporta etiquetas coloridas para organizar melhor os documentos e a navegação dinâmica da rede para servidores de arquivos Mac, Windows e Unix.	3.0
2784	main-news	MSRpar	2012test	508	none	none	O advogado que representa a Torch Concepts, Rich Marsden, não respondeu a repetidas ligações telefônicas.	Funcionários da Torch e da JetBlue não responderam a repetidas ligações do Mercury News em busca de comentários.	2.75
2785	main-news	MSRpar	2012test	509	none	none	Ele foi castrado voluntariamente em 2001, uma operação que ele afirma ter removido sua capacidade de se excitar sexualmente.	DeVries, que foi castrado voluntariamente em agosto de 2001, disse que a cirurgia retirou sua capacidade de se excitar sexualmente.	4.5
2786	main-news	MSRpar	2012test	510	none	none	O composto S &amp; P / TSX subiu 87,74 pontos na semana, enquanto o composto TSX Venture Exchange ganhou 44,49 pontos.	Na semana, a média industrial da Dow Jones subiu 11,56 pontos, enquanto a Bolsa de Valores da Nasdaq ganhou 39,42 pontos.	1.0
2787	main-news	MSRpar	2012test	511	none	none	Por sua vez, o SuSE licenciará o Java 2 Standard Edition enquanto formaliza um contrato existente para distribuir a Java Virtual Machine da Sun para a execução de aplicativos Java.	O SuSE, com sede em Nuremberg, na Alemanha, licenciará o Java 2 Standard Edition (J2SE) da Sun e enviará o Java Virtual Machine da Sun através de sua linha de software Linux.	3.75
2788	main-news	MSRpar	2012test	513	none	none	Filas longas se formaram do lado de fora dos postos de gasolina e as pessoas correram para conseguir dinheiro nos caixas eletrônicos no domingo, enquanto os israelenses se preparavam para enfrentar uma greve que ameaçava paralisar o país.	Filas longas formaram-se domingo fora dos postos de gasolina e as pessoas correram para conseguir dinheiro com caixas eletrônicos, enquanto os israelenses se preparavam para os efeitos da greve.	4.5
2789	main-news	MSRpar	2012test	514	none	none	O índice composto da Nasdaq, pesado em tecnologia, caiu 3,99, ou 0,2%, para 1.682,72, após uma vitória de dois dias em 55,93.	O Nasdaq Composite Index .IXIC, com tecnologia, diminuiu 8,52 pontos, ou 0,51 por cento, para 1.670,21.	1.5
2790	main-news	MSRpar	2012test	516	none	none	Não sabemos se haverá SARS &quot;, disse o Dr. James Young, comissário de segurança pública de Ontário.	&quot;Estamos sendo vigilantes&quot;, disse o Dr. James Young, comissário de segurança pública de Ontário.	2.0
2791	main-news	MSRpar	2012test	517	none	none	As vendas no trimestre superaram as expectativas, aumentando 37% em relação ao ano anterior, para 1,76 bilhão de euros.	As vendas aumentaram 37% ano a ano, para 1,76 bilhão, superando as expectativas.	4.0
2792	main-news	MSRpar	2012test	518	none	none	A empresa disse que emitirá diretrizes revisadas para o ano fiscal completo no próximo mês, quando divulgar seus resultados do segundo trimestre.	A empresa disse que renovaria suas diretrizes para 2003 quando anunciar os resultados do segundo trimestre em meados de julho.	3.2
2793	main-news	MSRpar	2012test	521	none	none	&quot;Ainda não decidimos se usaremos uma linha branca pontilhada ou ininterrupta, mas esse é um experimento que vale a pena introduzir&quot;, disse David Richardson, gerente de críquete da ICC.	&quot;Ainda não decidimos se usaremos uma linha branca pontilhada ou ininterrupta&quot;, disse Dave Richardson, gerente de críquete da ICC.	4.0
2794	main-news	MSRpar	2012test	522	none	none	Shinseki se aposenta na quarta-feira, após 38 anos de carreira, incluindo combate no Vietnã e chefe dos esforços de manutenção da paz dos EUA na Bósnia.	A carreira de Shinseki incluiu combate no Vietnã e chefe dos esforços de manutenção da paz dos EUA na Bósnia.	3.0
2795	main-news	MSRpar	2012test	523	none	none	O departamento também enviou amostras de água e solo ao laboratório estadual de saúde.	As amostras de água estão sendo enviadas ao departamento de saúde do estado para análise.	3.25
2796	main-news	MSRpar	2012test	524	none	none	&quot;Mas isso não os exclui da obrigação de fazer todo o possível para proteger os civis, e não é isso que estamos vendo&quot;.	&quot;Mas isso não os isenta da responsabilidade de fazer todo o possível para minimizar os danos civis&quot;.	3.4
2797	main-news	MSRpar	2012test	525	none	none	Ross Garber, advogado de Rowland, disse na terça-feira que participaria da reunião e pedia para falar sobre o assunto.	Ross Garber, consultor jurídico de Rowland, disse que o governador não quis comentar o acordo do condomínio.	2.0
2798	main-news	MSRpar	2012test	529	none	none	Anteriormente, ele tinha visto o mecânico sorridente do leste de Java apenas na televisão.	Hughes vira o rosto de Amrozi na televisão, as imagens infames do mecânico sorridente do leste de Java.	3.4
2799	main-news	MSRpar	2012test	530	none	none	Dois anos depois, a cobertura do seguro começaria.	Segundo o contrato, a cobertura do Medicare para benefícios com medicamentos começaria em 2006.	2.8
2800	main-news	MSRpar	2012test	531	none	none	As imagens de satélite da NASA mostram que o gelo do Ártico está encolhendo a uma taxa de quase 10% por década.	Os pesquisadores descobriram que o gelo do mar no Ártico está desaparecendo a uma taxa de 9% a cada década.	3.2
