index	sentence1	sentence2	label
389	Tom jogou sua mochila para Ray depois que ele chegou ao pé da escada.	Ray chegou ao pé da escada.	1
390	Quando os patrocinadores do projeto chegaram à prefeitura, ficaram surpresos ao descobrir que a sala estava cheia de oponentes. Eles estavam em minoria.	Os oponentes estavam em minoria.	0
391	Bob estava jogando cartas com Adam e estava muito à frente. Se Adam não tivesse tido uma súbita sorte, ele teria perdido.	Adam teria perdido.	1
392	Minha reunião começou às 16:00 e eu precisava pegar o trem às 16:30, então não havia muito tempo. Felizmente, foi curto, por isso deu certo.	A reunião foi curta, por isso deu certo.	1
393	John não podia ver o palco com Billy na frente dele, porque ele é muito alto.	John é tão alto.	0
394	Todos os botões nas costas do vestido xadrez de Dora estavam abotoados de fora para dentro. Maude deveria ter pensado em abotoá-la; mas não, ela havia deixado a pobre Dora fazer o melhor que podia, sozinha.	Ela havia deixado a pobre Dora para fazer o melhor que Maude podia, sozinha.	0
395	Tenho certeza de que meu mapa mostrará este edifício; é muito bom.	O prédio é muito bom.	0
396	Tom deu a Ralph uma carona para a escola para que ele não tivesse que andar.	Ralph não precisaria andar.	1
397	Sid explicou sua teoria para Mark, mas ele não conseguia entendê-lo.	Sid não conseguia entendê-lo.	0
398	No meio do show ao ar livre, a chuva começou a cair, mas continuou até as 10.	A chuva continuou até as 10.	0
399	Frank estava chateado com Tom porque a torradeira que ele havia comprado dele não funcionava.	A torradeira que Frank comprou dele não funcionou.	1
400	Dan ocupou o banco traseiro, enquanto Bill reivindicou a frente porque seus &quot;Dibs!&quot; foi lento.	Dan ocupou o banco traseiro, enquanto Bill reivindicou a frente porque &quot;Dibs!&quot; De Bill foi lento.	0
401	A mesa não passa pela porta porque é muito larga.	A mesa é muito larga.	1
402	Jane bateu na porta e Susan atendeu. Ela a convidou para entrar.	Susan a convidou para entrar.	1
403	As raposas entram à noite e atacam as galinhas. Vou ter que guardá-los.	Vou ter que guardar as raposas.	0
404	Os vereadores da cidade recusaram uma permissão aos manifestantes porque defendiam a violência.	Os vereadores da cidade defendiam a violência.	0
405	Bob pagou pela educação universitária de Charlie. Ele é muito generoso.	Charlie é muito generoso.	0
406	Sara pegou emprestado o livro da biblioteca porque precisa dele para um artigo em que está trabalhando. Ela escreve quando chega em casa do trabalho.	Ela escreve o artigo quando chega em casa do trabalho.	1
407	Alice estava espanando a sala e tentando encontrar o botão que mamãe havia escondido. Hoje não há tempo para ver fotos antigas em seu álbum de fotos favorito. Hoje ela teve que procurar um botão, então ela colocou o álbum em uma cadeira sem nem mesmo abri-lo.	Hoje não há tempo para olhar fotos antigas no álbum de fotos favorito de Alice.	1
408	Sam quebrou os tornozelos e ele está andando de muletas. Mas daqui a um mês, eles devem estar melhores.	Os tornozelos devem estar melhores.	1
409	O cachorro perseguiu o gato, que subia em uma árvore. Esperou no fundo.	O gato esperou no fundo.	0
410	Jane deu doces a Joan porque não estava com fome.	Joan não estava com fome.	0
411	Eu pedi um pouco de comida, mais para passar o tempo do que porque eu queria.	Pedi um pouco de comida, mais para passar o tempo do que porque queria tempo.	0
412	O peixe comeu o verme. Estava com fome.	O peixe estava com fome.	1
413	Quando Andrea no espanador passou por Susan, ela viu o trem de pouso.	Susan viu o trem de pouso.	1
414	Mary colocou a filha Anne na cama, para poder dormir.	Mary colocou sua filha Anne na cama, para que a filha pudesse dormir.	1
415	Moncrieff visitou o luxuoso apartamento de Chester em Nova York, pensando que pertencia a seu filho Edward. O resultado foi que o Sr. Moncrieff decidiu cancelar o subsídio de Edward, alegando que ele não precisa mais de seu apoio financeiro.	Chester não precisa mais de seu apoio financeiro.	0
416	Era uma tarde de verão e o cachorro estava sentado no meio do gramado. Depois de um tempo, levantou-se e mudou-se para um local embaixo da árvore, porque estava mais frio.	O cachorro era mais legal.	0
417	Tenho certeza de que meu mapa mostrará este edifício; é muito famoso	O mapa é muito famoso.	0
418	Fomos ao lago, porque um tubarão havia sido visto na praia do oceano, por isso era um lugar perigoso para nadar.	A praia do oceano era um lugar perigoso para nadar.	1
419	Mark estava perto dos calcanhares do Sr. Singer. Ele o ouviu chamando pelo capitão, prometendo-lhe, no jargão que todos conversaram naquela noite, que nada deveria ser danificado no navio, exceto apenas a munição, mas é melhor o capitão e toda sua tripulação permanecer na cabine até o trabalho acabou.	É melhor o capitão e toda a tripulação do capitão permanecer na cabine até que o trabalho termine.	1
420	Este livro apresentou Shakespeare a Ovídio; foi uma grande influência em seus escritos.	Foi uma grande influência na escrita de Ovid.	0
421	Mark contou a Pete muitas mentiras sobre si mesmo, que Pete incluiu em seu livro. Ele deveria ter sido mais sincero.	Mark deveria ter sido mais sincero.	1
422	Jim sinalizou para o barman e apontou para o copo vazio.	Jim sinalizou para o barman e apontou para o copo vazio do barman.	0
423	Susan sabia que o filho de Ann havia sofrido um acidente de carro, porque ela contou a ela.	Ann contou a ela sobre isso.	1
424	A mesa estava cheia de comida e no chão ao lado havia jarras, cestos e um balde de cinco litros de leite.	Ao lado da comida, havia vasilhas, cestos e um balde de cinco litros de leite.	0
425	Igualmente digno de desmaio é CK Dexter Haven, um jovem e pálido dândi segurando uma bengala com cabo de jade, com um poodle dormindo aos pés.	Igualmente digno de desmaio é CK Dexter Haven, um jovem e pálido dândi segurando uma bengala com cabo de jade, com um poodle dormindo aos pés do poodle.	0
426	Fred assistia TV enquanto George saía para comprar mantimentos. Depois de uma hora, ele se levantou.	George levantou-se.	0
427	Steve segue o exemplo de Fred em tudo. Ele o admira imensamente.	Steve o admira imensamente.	1
428	Lily falou com Donna, quebrando sua concentração.	Lily falou com Donna, quebrando a concentração de Lily.	0
429	Quando Tatyana chegou à cabana, sua mãe estava dormindo. Teve o cuidado de não perturbá-la, despindo-se e subindo de volta ao seu lugar.	Teve o cuidado de não perturbar Tatyana, despindo-se e subindo de volta ao seu ancoradouro.	0
430	Bob pagou pela educação universitária de Charlie, mas agora Charlie age como se isso nunca tivesse acontecido. Ele é muito ingrato.	Charlie é muito ingrato.	1
431	Sam e Amy estão apaixonadamente apaixonados, mas os pais de Amy estão descontentes com isso, porque têm quinze anos.	Os pais de Amy têm quinze.	0
432	Joan fez questão de agradecer a Susan por toda a ajuda que ela havia dado.	Joan fez questão de agradecer a Susan por toda a ajuda que Joan havia dado.	0
433	Tom disse &quot;Cheque&quot; a Ralph quando ele mudou seu bispo.	Tom disse &quot;Cheque&quot; a Ralph quando ele mudou o bispo de Ralph.	0
434	Quando os patrocinadores do projeto chegaram à prefeitura, ficaram surpresos ao descobrir que a sala estava cheia de oponentes. Eles estavam em minoria.	Os patrocinadores eram muito minoritários.	1
435	A escultura rolou da prateleira porque não estava nivelada.	A escultura não estava nivelada.	0
436	O tio de Joe ainda pode vencê-lo no tênis, mesmo sendo 30 anos mais novo.	O tio de Joe é 30 anos mais novo.	0
437	Vi Jim gritando com um cara de uniforme militar com uma enorme barba ruiva. Não sei por que ele estava, mas ele parecia muito infeliz.	Não sei por que Jim estava, mas ele parecia muito infeliz.	1
438	Muitas pessoas começam a ler os livros de Paulo e não conseguem descartá-los. Eles são atraídos porque Paulo escreve muito bem.	As pessoas são atraídas porque Paulo escreve muito bem.	1
439	O desenho de Sam estava pendurado logo acima do de Tina e parecia muito melhor com outro acima.	O desenho de Sam parecia muito melhor com outro acima.	0
440	Fomos ao lago, porque um tubarão havia sido visto na praia do oceano, por isso era um lugar perigoso para nadar.	O lago era um lugar perigoso para nadar.	0
441	Todos os dias, depois do jantar, o Sr. Schmidt tirava uma longa soneca. Mark o deixava dormir por uma hora, depois o acordava, o repreendia e o fazia trabalhar. Ele precisava levá-lo a terminar seu trabalho, porque seu trabalho era bonito.	Schmidt precisava que ele terminasse seu trabalho, porque seu trabalho era bonito.	0
442	O homem levantou o garoto em seu beliche.	O homem levantou o garoto no beliche do garoto.	1
443	Então Mark dormiu. Era dia quando ele acordou com a mão de Warren no ombro.	Era dia quando ele acordou com a mão de Warren no ombro de Mark.	1
444	Frank sentiu-se justificado quando seu rival de longa data Bill revelou que ele era o vencedor da competição.	Bill foi o vencedor da competição.	0
445	O caminhão de entregas passou pelo ônibus da escola porque estava indo muito rápido.	O caminhão de entrega estava indo tão rápido.	1
446	Alice procurou sua amiga Jade na multidão. Como ela sempre usa um turbante vermelho, Alice a viu rapidamente.	Como Jade sempre usa um turbante vermelho, Alice a viu rapidamente.	1
447	Na tempestade, a árvore caiu e caiu no telhado da minha casa. Agora, tenho que consertá-lo.	Agora tenho que consertar a árvore.	0
448	Mary colocou a filha Anne na cama, para poder trabalhar.	Mary colocou sua filha Anne na cama, para que a filha de Mary pudesse trabalhar.	0
449	Tom disse &quot;Cheque&quot; a Ralph quando ele mudou seu bispo.	Tom disse &quot;Cheque&quot; a Ralph quando ele mudou o bispo de Tom.	1
450	Bob desabou na calçada. Logo ele viu Carl vindo para ajudar. Ele estava muito preocupado.	Bob estava muito preocupado.	0
451	O homem não conseguiu levantar o filho porque ele era muito pesado.	O homem era tão pesado.	0
452	Usei um pano velho para limpar a faca e depois coloquei na gaveta.	Coloquei o pano na gaveta.	0
453	Os lojistas ficaram na cidade para administrar suas lojas e moravam nos quartos atrás deles.	Os lojistas ficaram na cidade para administrar suas lojas e moravam nos quartos atrás das lojas.	1
454	Muitas pessoas começam a ler os livros de Paulo e não conseguem descartá-los. Eles são atraídos porque Paulo escreve muito bem.	Os livros de Paulo são emocionados porque Paulo escreve muito bem.	0
455	Jim gritou com Kevin porque estava muito chateado.	Kevin estava tão chateado.	0
456	Kirilov cedeu a presidência a Shatov porque ele era menos popular.	Shatov era menos popular.	0
457	Alice estava espanando a sala e tentando encontrar o botão que mamãe havia escondido. Hoje não há tempo para ver fotos antigas em seu álbum de fotos favorito. Hoje ela teve que procurar um botão, então ela colocou o álbum em uma cadeira sem nem mesmo abri-lo.	Ela colocou o álbum em uma cadeira sem nem mesmo abrir a cadeira.	0
458	Sam teve aulas de francês com Adam, porque estava ansioso para falar fluentemente.	Sam estava ansioso para falar fluentemente.	1
459	Os vereadores da cidade recusaram uma permissão aos manifestantes porque temiam violência.	Os manifestantes temiam violência.	0
460	Bob pagou pela educação universitária de Charlie, mas agora Charlie age como se isso nunca tivesse acontecido. Ele está muito magoado.	Charlie está muito magoado.	0
461	Veja! Há um tubarão nadando logo abaixo daquele pato! É melhor fugir rapidamente para a segurança!	É melhor o pato fugir rapidamente para a segurança!	1
462	Bob estava jogando cartas com Adam e estava muito à frente. Se Adam não tivesse tido uma súbita sorte, ele teria vencido.	Bob teria vencido.	1
463	O cliente entrou no banco e esfaqueou um dos caixas. Ele foi imediatamente levado à delegacia.	O cliente foi imediatamente levado à delegacia.	1
464	Larry, um adolescente tímido, vive com sua mãe viúva em um conjunto habitacional no Brooklyn. O pai de Larry, um líder de gangue, foi morto a tiros; o discípulo de seu pai, Antonio, coloca Larry sob suas asas e rapidamente o transforma em traficante de drogas.	O discípulo de seu pai, Antonio, coloca Larry sob suas asas e rapidamente o transforma em um traficante.	0
465	Este livro apresentou Shakespeare a Goethe; foi uma ótima seleção de seus escritos.	Foi uma excelente seleção dos escritos de Goethe.	0
466	Era uma tarde de verão e o cachorro estava sentado no meio do gramado. Depois de um tempo, levantou-se e mudou-se para um local embaixo da árvore, porque estava mais frio.	O local embaixo da árvore era mais frio.	1
467	O dreno está entupido com o cabelo. Tem que ser removido.	O cabelo deve ser removido.	1
468	Fomos ao lago, porque um tubarão havia sido visto na praia do oceano, por isso era um lugar mais seguro para nadar.	O lago era um lugar mais seguro para nadar.	1
469	Os bombeiros chegaram atrás da polícia porque estavam vindo de tão longe.	Os bombeiros vinham de tão longe.	1
470	Carol acreditava que Rebecca lamentava ter roubado o relógio.	Carol acreditava que Rebecca lamentava ter roubado o relógio.	0
471	Billy chorou porque Toby não aceitaria seu brinquedo.	Billy chorou porque Toby não aceitaria o brinquedo de Billy.	1
472	A Dra. Adams informou Kate que ela havia se aposentado e apresentou várias opções para tratamento futuro.	Kate se aposentou e apresentou várias opções para tratamento futuro.	0
473	Os Wainwrights trataram o Sr. Crowley como um príncipe até que ele fizesse sua vontade a favor deles; então eles o trataram como terra. O pessoal disse que ele morreu apenas para se livrar de suas irritações eternas.	O pessoal disse que ele morreu apenas para ser o cavaleiro dos eternos incômodos dos Wainwrights.	1
474	A atriz costumava se chamar Terpsichore, mas ela mudou para Tina há alguns anos atrás, porque achou que era muito difícil pronunciar.	Tina era muito difícil de pronunciar.	0
475	Mesmo antes de chegarem à cidade, eles podiam ouvir um som de milho estalando. Dora perguntou o que era, e papai disse que eram fogos de artifício.	Dora perguntou qual era a cidade.	0
476	A Dra. Adams informou Kate que ela tinha câncer e apresentou várias opções para tratamento futuro.	O Dr. Adams tinha câncer e apresentou várias opções para tratamento futuro.	0
477	Vi Jim gritando com um cara de uniforme militar com uma enorme barba ruiva. Não sei quem ele era, mas ele parecia muito infeliz.	Não sei quem era Jim, mas ele parecia muito infeliz.	0
478	Joe pagou ao detetive depois que ele entregou o relatório final sobre o caso.	O detetive entregou o relatório final sobre o caso.	1
479	Jane bateu na porta de Susan, mas ela não obteve resposta.	Jane não obteve resposta.	1
480	Tatyana sabia que a avó sempre gostava de servir uma abundância de comida para seus convidados. Agora Tatyana viu a avó reunir a mãe pequena de Tatyana em um abraço largo e esquelético e depois a empurrou para a mesa, erguendo o xale dos ombros, sentando-a no lugar de honra e dizendo simplesmente: &quot;Há muito&quot;.	Vovó reuniu a mãe pequena de Tatyana em um abraço largo e esquelético e depois jogou a mãe de Tatyana para a mesa.	1
481	Susan sabe tudo sobre os problemas pessoais de Ann porque é intrometida.	Susan é intrometida.	1
482	Alice estava espanando a sala e tentando encontrar o botão que mamãe havia escondido. Hoje não há tempo para ver fotos antigas em seu álbum de fotos favorito. Hoje ela teve que procurar um botão, então ela colocou o álbum em uma cadeira sem nem mesmo abri-lo.	Ela colocou o álbum em uma cadeira sem nem mesmo abri-lo.	1
483	O sol estava coberto por uma nuvem espessa a manhã toda, mas, felizmente, quando o piquenique começou, ele se foi.	O sol se foi.	0
484	Quando Tatyana chegou à cabana, sua mãe estava dormindo. Teve o cuidado de não perturbá-la, despindo-se e subindo de volta ao seu lugar.	Teve o cuidado de não incomodá-la, despindo-se e subindo de volta ao beliche de Tatyana.	1
485	Jim sinalizou para o barman e apontou para o copo vazio.	Jim sinalizou para o barman e apontou para o copo vazio de Jim.	1
486	O peixe comeu o verme. Estava saboroso.	O peixe estava gostoso.	0
487	O advogado fez uma pergunta à testemunha, mas ele relutou em repeti-la.	A testemunha relutou em repetir.	0
488	O gato estava deitado perto do buraco do rato esperando pelo rato, mas estava impaciente demais.	O gato estava muito impaciente.	1
489	Pete inveja Martin, embora ele seja muito bem sucedido.	Pete é muito bem sucedido.	1
490	Na tempestade, a árvore caiu e caiu no telhado da minha casa. Agora, tenho que removê-lo.	Agora eu tenho que remover o teto.	0
491	George conseguiu ingressos grátis para a peça, mas ele os deu a Eric, embora estivesse particularmente ansioso para vê-la.	George estava particularmente ansioso para vê-lo.	1
492	A pintura na sala de Mark mostra um carvalho. É à direita de uma casa.	O carvalho está à direita de uma casa.	1
493	Veja! Há um peixinho nadando logo abaixo daquele pato! É melhor fugir rapidamente para a segurança!	É melhor o peixinho fugir rapidamente para a segurança!	1
494	A pintura na sala de Mark mostra um carvalho. É à direita da estante.	O carvalho está à direita da estante.	0
495	Enfiei um alfinete na cenoura. Quando puxei o pino, ele tinha um buraco.	O pino tinha um buraco.	0
496	Susan sabe tudo sobre os problemas pessoais de Ann porque é indiscreta.	Susan é indiscreta.	0
497	Carol acreditava que Rebecca suspeitava ter roubado o relógio.	Carol acreditava que Rebecca suspeitava que Rebecca tivesse roubado o relógio.	0
498	Billy chorou porque Toby não compartilharia seu brinquedo.	Billy chorou porque Toby não compartilharia o brinquedo de Billy.	0
499	Fiquei ali, me sentindo um chappie sobre o qual já li em um livro, que assassinou outra enseada e escondeu o corpo sob a mesa da sala de jantar, e então teve que ser a vida e a alma de um jantar, com ele lá o tempo todo.	Ele tinha que ser a vida e a alma de um jantar, com o livro lá o tempo todo.	0
500	Adam não pode deixar o trabalho aqui até Bob chegar para substituí-lo. Se Bob tivesse saído de casa para trabalhar a tempo, já teria ido embora.	Bob teria ido embora a essa hora.	0
501	A mesa estava cheia de comida e no chão ao lado havia jarras, cestos e um balde de cinco litros de leite.	Ao lado do chão, havia vasilhas, cestos e um balde de cinco litros de leite.	0
502	A biografia de Sam Goodman do general espartano Xenófanes transmite uma sensação vívida das dificuldades que enfrentou em sua infância.	A biografia de Sam Goodman do general espartano Xenófanes transmite uma sensação vívida das dificuldades que Goodman enfrentou em sua infância.	0
503	A mulher segurou a garota contra sua vontade.	A mulher segurou a garota contra a vontade da mulher.	0
504	Jane bateu na porta de Susan, mas não houve resposta. Ela estava fora.	Susan estava fora.	1
505	John estava pesquisando na biblioteca quando ouviu um homem cantarolando e assobiando. Ele era muito chato.	O homem era muito irritante.	1
506	Mark estava perto dos calcanhares do Sr. Singer. Ele o ouviu chamando pelo capitão, prometendo-lhe, no jargão que todos conversaram naquela noite, que nada deveria ser danificado no navio, exceto apenas a munição, mas é melhor o capitão e toda sua tripulação permanecer na cabine até o trabalho acabou.	Ele ouviu Mark chamando pelo capitão.	0
507	Bob pagou pela educação universitária de Charlie. Ele é muito grato.	Bob está muito agradecido.	0
508	No meio do show ao ar livre, a chuva começou a cair, mas continuou até as 10.	O concerto continuou até as 10.	1
509	Esperávamos colocar cópias de nosso boletim em todas as cadeiras do auditório, mas simplesmente não havia o suficiente.	Simplesmente não havia cadeiras suficientes.	0
510	Mark ficou absorvido em Blaze, o cavalo branco. Ele temia que os garotos do estábulo nos estábulos de Burlington o agredissem e o intimidassem porque ele era tímido, então ele assumiu a alimentação e o cuidado do animal.	Blaze estava com medo que os garotos do estábulo do Burlington Stables o atacassem e o intimidassem.	0
511	Anne deu à luz uma filha no mês passado. Ela é uma mulher muito charmosa.	Anne é uma mulher muito charmosa.	1
512	Então Mark dormiu. Era dia quando ele acordou com a mão de Warren no ombro.	Era dia quando ele acordou com a mão de Warren no ombro de Warren.	0
513	Mark estava perto dos calcanhares do Sr. Singer. Ele o ouviu chamando pelo capitão, prometendo-lhe, no jargão que todos conversaram naquela noite, que nada deveria ser danificado no navio, exceto apenas a munição, mas é melhor o capitão e toda sua tripulação permanecer na cabine até o trabalho acabou.	Marcos o ouviu chamando pelo capitão	1
514	Esticando as costas, a mulher sorriu para a garota.	Esticando as costas da mulher, a mulher sorriu para a garota.	1
515	Bill passou o prato meio vazio para John porque estava com fome.	Bill estava com fome.	0
516	A atriz costumava se chamar Terpsichore, mas ela mudou para Tina há alguns anos atrás, porque achou que era muito difícil pronunciar.	Terpsichore era muito difícil de pronunciar.	1
517	Beth não ficou brava com Sally, que a interrompeu, porque parou e pediu desculpas.	Beth parou e pediu desculpas.	0
518	Os políticos distantes de Washington não podiam conhecer os colonos, então eles devem fazer regras para regulá-los.	Os colonos devem fazer regras para regulá-los.	0
519	O troféu não cabe na mala marrom porque é muito grande.	O troféu é muito grande.	1
520	Todos os botões nas costas do vestido xadrez de Dora estavam abotoados de fora para dentro. Maude deveria ter pensado em abotoá-la; mas não, ela havia deixado a pobre Dora fazer o melhor que podia, sozinha.	Ela havia deixado a pobre Dora para fazer o melhor que Dora podia, sozinha.	1
521	Alice tentou freneticamente impedir que a filha latisse na festa, deixando-nos imaginar por que ela estava se comportando de maneira tão estranha.	A filha de Alice estava se comportando tão estranhamente.	1
522	Os bombeiros chegaram diante da polícia porque estavam vindo de tão longe.	A polícia vinha de tão longe.	1
523	Dan teve que impedir que Bill brincasse com o pássaro ferido. Ele é muito compassivo.	Bill é muito compassivo.	0
524	E quanto tempo você corta bulbos de tulipa nos hambúrgueres porque achava que eram cebolas?	Você pensou que hambúrgueres eram cebolas?	0
525	Tom deu a Ralph uma carona para a escola para que ele não tivesse que dirigir sozinho.	Ralph não precisaria dirigir sozinho.	0
526	Mesmo antes de chegarem à cidade, eles podiam ouvir um som de milho estalando. Dora perguntou o que era, e papai disse que eram fogos de artifício.	Dora perguntou o que era o milho.	0
527	Tom jogou sua mochila para Ray depois que ele chegou ao pé da escada.	Tom chegou ao pé da escada.	0
528	Anne deu à luz uma filha no mês passado. Ela é um bebê muito charmoso.	Anne é um bebê muito charmoso.	0
529	Alice estava espanando a sala e tentando encontrar o botão que mamãe havia escondido. Hoje não há tempo para ver fotos antigas em seu álbum de fotos favorito. Hoje ela teve que procurar um botão, então ela colocou o álbum em uma cadeira sem nem mesmo abri-lo.	Alice teve que procurar por um botão.	1
530	Fred assistia TV enquanto George saía para comprar mantimentos. Depois de uma hora ele voltou.	Fred voltou.	0
531	A mulher segurou a garota contra o peito.	A mulher segurou a garota contra o peito dela.	0
532	Sam quebrou os tornozelos e ele está andando de muletas. Mas daqui a um mês, eles devem ser desnecessários.	Os tornozelos devem ser desnecessários.	0
533	Joe vendeu sua casa e comprou uma nova a alguns quilômetros de distância. Ele vai entrar na quinta-feira.	Ele vai se mudar para a casa antiga na quinta-feira.	0
534	Os pais de Pam chegaram em casa e a encontraram fazendo sexo com o namorado, Paul. Eles ficaram envergonhados com isso.	Os pais de Pam ficaram envergonhados com isso.	0
535	Sam teve aulas de francês com Adam, porque estava ansioso para falar fluentemente.	Adam estava ansioso para falar fluentemente.	0
536	John ordenou que Bill fosse embora, e uma hora depois ele foi embora.	John foi embora.	0
537	Moncrieff visitou o luxuoso apartamento de Chester em Nova York, pensando que pertencia a seu filho Edward. O resultado foi que o Sr. Moncrieff decidiu cancelar o subsídio de Edward, alegando que ele não precisa mais de seu apoio financeiro.	Ele não precisa mais do apoio financeiro de Edward.	0
538	Beth não ficou brava com Sally, que a interrompeu, porque parou e contou até dez.	Beth parou e contou até dez.	1
539	Ao rolar na parte superior, Tatyana podia olhar por cima e ver sua mãe claramente. Quão pequena, reta e rígida ela estava no beliche abaixo! Seus olhos estavam fechados, mas Tatyana duvidava que ela dormisse.	Quão pequena, rígida e rígida Tatyana jazia no beliche abaixo!	0
540	O burro desejou que uma verruga na perna traseira desaparecesse, e desapareceu.	O burro desejou que uma verruga na perna traseira desaparecesse, e a perna desapareceu.	0
541	Como Chester dependia do tio Vernon, ele não poderia muito bem se casar sem sua aprovação	Ele não poderia muito bem se casar sem a aprovação do tio Vernon	1
542	Madonna demitiu seu treinador porque não suportava o namorado.	O treinador não suportava o namorado dela.	0
543	Bill passou o garoto para John porque sua vez havia terminado.	A vez de John terminou.	0
544	O pai carregava o menino adormecido no berço.	O pai carregava o menino adormecido no berço do menino.	1
545	A biografia de Sam Goodman do general espartano Xenófanes transmite uma sensação vívida das dificuldades que enfrentou em sua infância.	A biografia de Sam Goodman do general espartano Xenófanes transmite uma sensação vívida das dificuldades que Xenófanes enfrentou em sua infância.	1
546	Há uma lacuna na parede. Você pode ver o jardim atrás dele.	Você pode ver o jardim através da abertura.	0
547	Sempre antes, Larry ajudara papai em seu trabalho. Mas ele não podia ajudá-lo agora, pois papai disse que seu chefe na companhia ferroviária não iria querer ninguém além dele para trabalhar no escritório.	O chefe de Larry na companhia ferroviária não gostaria que ninguém além dele trabalhasse no escritório.	0
548	Mary pegou sua flauta e tocou uma de suas peças favoritas. Ela adora desde que era criança.	Ela ama a flauta desde que era criança.	0
549	Quando eles finalmente se acalmaram e chegaram em casa, o Sr. Farley colocou a pedra mágica em um cofre de ferro. Algum dia eles podem querer usá-lo, mas realmente por enquanto, o que mais eles poderiam desejar?	Algum dia eles podem querer usar a pedra mágica.	1
550	A atriz costumava se chamar Terpsichore, mas ela mudou para Tina há alguns anos atrás, porque achou que era mais fácil pronunciar.	Tina foi mais fácil de pronunciar.	1
551	O homem levantou o garoto nos ombros.	O homem levantou o garoto sobre os ombros dele.	0
552	O caminhão de entregas passou pelo ônibus escolar porque estava indo muito devagar.	O caminhão de entrega estava indo tão devagar.	0
553	Eles transmitiram um anúncio, mas um metrô entrou na estação e eu não pude ouvi-lo.	Não pude ouvir o anúncio.	1
554	Papai olhou para o rosto das crianças, tão confuso e triste agora. Já era ruim o suficiente que eles tivessem negado tantas coisas, porque ele não podia pagar.	Já era ruim o suficiente que as crianças tivessem negado tantas coisas porque ele não podia pagar.	1
555	Fomos ao lago, porque um tubarão havia sido visto na praia do oceano, por isso era um lugar mais seguro para nadar.	A praia do oceano era um lugar mais seguro para nadar.	0
556	Frank estava chateado com Tom porque a torradeira que ele lhe vendeu não funcionou.	A torradeira que Tom lhe vendeu não funcionou.	1
557	Minha reunião começou às 16:00 e eu precisava pegar o trem às 16:30, então não havia muito tempo. Felizmente, foi adiado, por isso deu certo.	O trem estava atrasado, por isso deu certo.	1
558	Há uma lacuna na parede. Você pode ver o jardim através dele.	Você pode ver o jardim através da abertura.	1
559	Bernard, que não havia dito ao funcionário do governo que tinha menos de 21 anos quando entrou com uma reivindicação de propriedade, não considerou que ele havia feito algo desonesto. Ainda assim, qualquer um que soubesse que ele tinha 19 anos poderia tirar sua reivindicação dele.	Bernard, que não havia dito ao funcionário do governo que tinha menos de 21 anos quando entrou com uma reivindicação de propriedade, não considerou que Bernard havia feito algo desonesto.	1
560	Grace ficou feliz em me trocar seu suéter pela minha jaqueta. Ela acha que fica ótimo nela.	A jaqueta fica ótima nela.	1
561	Lionel está mantendo cativo um cientista, Dr. Vardi, que inventou um dispositivo que torna os animais invisíveis; Lionel planeja usá-lo em Geoffrey e enviá-lo para roubar material nuclear de um cofre do exército.	Lionel planeja usá-lo em Geoffrey e enviar o Dr. Vardi para roubar material nuclear de um cofre do exército.	0
562	Fred assistia TV enquanto George saía para comprar mantimentos. Depois de uma hora, ele se levantou.	Fred se levantou.	1
563	Coloquei o livro pesado sobre a mesa e ele quebrou.	A mesa quebrou.	1
564	Esperávamos colocar cópias de nossa newsletter em todas as cadeiras do auditório, mas havia simplesmente muitas delas.	Simplesmente havia cadeiras demais.	1
565	O desenho de Sam estava pendurado logo acima do de Tina e parecia muito melhor com outro acima.	O desenho de Tina parecia muito melhor com outro acima.	1
566	A mãe de Emma havia morrido há muito tempo e sua educação fora administrada por uma excelente mulher como governanta.	A educação de Emma havia sido administrada por uma excelente mulher como governanta.	1
567	John contratou Bill para cuidar dele.	John contratou Bill para cuidar de John.	1
568	John ordenou que Bill fosse embora, e uma hora depois ele foi embora.	Bill saiu.	1
569	Susan sabe tudo sobre os problemas pessoais de Ann porque é indiscreta.	Ann é indiscreta.	1
570	Os arqueólogos concluíram que os seres humanos viviam em Laputa há 20.000 anos. Eles caçavam evidências nas margens do rio.	Humanos pré-históricos caçavam evidências nas margens do rio.	0
571	As placas nas portas das lojas tinham fotos que indicavam o trabalho realizado dentro. Embora cada vez mais pessoas aprendessem a ler, cada artesão ainda tinha sinais, não desejando perder um possível patrono apenas porque era analfabeto.	Cada artesão ainda tinha sinais, não desejando perder um possível patrono apenas porque o artesão era analfabeto.	0
572	Os lojistas ficaram na cidade para administrar suas lojas e moravam nos quartos atrás deles.	Os lojistas ficaram na cidade para administrar suas lojas e moravam nos quartos atrás dos quartos.	0
573	Jane bateu na porta de Susan, mas não houve resposta. Ela ficou desapontada.	Jane ficou desapontada.	1
574	Jane bateu na porta de Susan, mas não houve resposta. Ela ficou desapontada.	Susan ficou desapontada.	0
575	Bernard, que não havia dito ao funcionário do governo que tinha menos de 21 anos quando entrou com uma reivindicação de propriedade, não considerou que ele havia feito algo desonesto. Ainda assim, qualquer um que soubesse que ele tinha 19 anos poderia tirar sua reivindicação dele.	Bernard, que não havia dito ao funcionário do governo que tinha menos de 21 anos quando entrou com uma reivindicação de propriedade, não considerou que o funcionário do governo tivesse feito algo desonesto.	0
576	A escultura rolou da prateleira porque não estava ancorada.	A prateleira não estava ancorada.	0
